energy,liveness,speechiness,danceability,valence,uri
0.803,0.291,0.0786,0.456,0.333,spotify:track:3nGWzFBJ5tMzHWAgs16fK6
0.408,0.706,0.0321,0.283,0.109,spotify:track:6TqCcJTkd7XM2eLhmnVthB
0.753,0.389,0.036,0.545,0.434,spotify:track:76aadnUFFANRNDs6L3aqxw
0.94,0.188,0.0696,0.366,0.369,spotify:track:5FZxsHWIvUsmSK1IAvm2pp
0.9,0.119,0.0499,0.427,0.599,spotify:track:2aibwv5hGXSgw7Yru8IYTO
0.438,0.0787,0.0346,0.815,0.552,spotify:track:2HHtWyy5CgaQbC7XSoOb0e
0.709,0.266,0.041,0.681,0.591,spotify:track:7Fw5i56my24ZBnGS7hFX2n
0.925,0.0713,0.0327,0.661,0.914,spotify:track:2wBW9jGZRRMbQ416NDc7LW
0.676,0.136,0.0371,0.278,0.494,spotify:track:6ooluO7DiEhI1zmK94nRCM
0.963,0.115,0.142,0.366,0.211,spotify:track:7ouMYWpwJ422jRcDASZB7P
0.958,0.432,0.0898,0.499,0.359,spotify:track:278Ao6KQDxWGGszv24uvhI
0.892,0.164,0.053,0.463,0.335,spotify:track:4UGWMzkmEPpYoS9myk8lAG
0.963,0.672,0.0466,0.589,0.632,spotify:track:50gQEYDO3Exp5gMJMnH71t
0.804,0.279,0.0621,0.738,0.949,spotify:track:386RUes7n1uM1yfzgeUuwp
0.705,0.0732,0.0832,0.623,0.49,spotify:track:0INtjcLMDnXjNB2YGe6RBT
0.97,0.233,0.114,0.457,0.322,spotify:track:3w9TdBjPFimw3QSNOnBpV9
0.789,0.0754,0.0676,0.674,0.918,spotify:track:1FTSo4v6BOZH9QxKc3MbVM
0.931,0.366,0.0507,0.546,0.527,spotify:track:4TmGtGkkmaoXRCvpOwDJoO
0.882,0.33,0.0359,0.522,0.815,spotify:track:3X7abqSXC4xrxuC1ykpWcY
0.662,0.248,0.0333,0.383,0.138,spotify:track:225xvV8r1yKMHErSWivnow
0.481,0.551,0.0295,0.484,0.731,spotify:track:1maXQm0azoroaGSiuMtNSo
0.692,0.324,0.0431,0.874,0.937,spotify:track:55h7vJchibLdUkxdlX3fK7
0.723,0.573,0.0709,0.687,0.432,spotify:track:3pD0f7hSJg2XdQ6udw5Tey
0.755,0.12,0.0287,0.64,0.744,spotify:track:4g3Ax56IslQkI6XVfYKVc5
0.814,0.11,0.0302,0.492,0.306,spotify:track:1vqjYZInNxtVOSTc5xEJWG
0.576,0.0567,0.0332,0.533,0.81,spotify:track:0pfEfe6L4R4x0A8K71RqXG
0.604,0.0736,0.0392,0.279,0.484,spotify:track:6KOX0WzJWLvcEtHaJCtiKP
0.262,0.832,0.0414,0.481,0.375,spotify:track:6mFkJmJqdDVQ1REhVfGgd1
0.905,0.136,0.054,0.542,0.374,spotify:track:3po0UpL8befdE4IVnpLPyZ
0.698,0.0948,0.0329,0.53,0.511,spotify:track:6nT4NFFH5nbXleO1FiJNhu
0.649,0.0555,0.0349,0.359,0.133,spotify:track:5g7rJvWYVrloJZwKiShqlS
0.757,0.146,0.032,0.457,0.417,spotify:track:2ihCaVdNZmnHZWt0fvAM7B
0.872,0.0997,0.068,0.356,0.607,spotify:track:3dOAXUx7I1qnzWzxdnsyB8
0.915,0.295,0.0389,0.634,0.751,spotify:track:0C0ydcCMBxYbghgyMatJfL
0.954,0.298,0.0751,0.447,0.331,spotify:track:0bVtevEgtDIeRjCJbK3Lmv
0.938,0.0936,0.0451,0.423,0.223,spotify:track:1BaJ4KLFgnveSRGKBwRWve
0.705,0.117,0.0385,0.663,0.477,spotify:track:1QzFhzIOW7CyRJLpmq5CM0
0.972,0.0627,0.0793,0.502,0.729,spotify:track:3twNvmDtFQtAd5gMKedhLD
0.988,0.28,0.112,0.467,0.321,spotify:track:3gNGi2iUGHXGpBQHce6Nua
0.462,0.307,0.0779,0.75,0.309,spotify:track:3ctoHckjyd13eBi2IDw2Ip
0.528,0.163,0.162,0.933,0.756,spotify:track:57JVGBtBLCfHw2muk5416J
0.548,0.949,0.0788,0.435,0.498,spotify:track:7AtsEX4pJqmAaIajlMwaPU
0.701,0.0955,0.0559,0.622,0.645,spotify:track:4Ld3RS6KBXGsvtfmnjxlVl
0.831,0.119,0.0996,0.494,0.271,spotify:track:5vGEdM7LvbgMypJkILhQ4p
0.296,0.702,0.0317,0.315,0.436,spotify:track:4LloVtxNZpeh7q7xdi1DQc
0.536,0.727,0.0288,0.514,0.451,spotify:track:4OT8GH9u9Gx7ydJ49ULunN
0.438,0.826,0.0326,0.434,0.367,spotify:track:0HHdujGjOZChTrl8lJWEIq
0.532,0.217,0.0323,0.548,0.405,spotify:track:3jfr0TF6DQcOLat8gGn7E2
0.825,0.363,0.0401,0.559,0.805,spotify:track:3U7H63zKWLjOuFZJUmTowp
0.824,0.059,0.03,0.579,0.635,spotify:track:1hKdDCpiI9mqz1jVHRKG0E
0.934,0.132,0.12,0.419,0.286,spotify:track:2DlHlPMa4M17kufBvI2lEN
0.711,0.104,0.0478,0.671,0.466,spotify:track:11IzgLRXV7Cgek3tEgGgjw
0.912,0.106,0.0564,0.502,0.72,spotify:track:1f3yAtsJtY87CTmM8RLnxf
0.758,0.303,0.0371,0.288,0.619,spotify:track:2LlvrdnLa3XbB1b4jYuCnl
0.715,0.201,0.0432,0.276,0.173,spotify:track:2TYC9SaRhYypUQzB1ZVTG2
0.864,0.541,0.0673,0.288,0.621,spotify:track:3MXA2BkBk0lSuMpRoM7SK2
0.939,0.0774,0.0512,0.451,0.448,spotify:track:2fAIfPLrPUTW1AmJRR428Q
0.433,0.0762,0.0324,0.795,0.6,spotify:track:7h2yhVxcZOGyQdOwD4Hu8J
0.843,0.799,0.314,0.708,0.625,spotify:track:6or1bKJiZ06IlK0vFvY75k
0.641,0.112,0.0291,0.294,0.226,spotify:track:3YRCqOhFifThpSRFJ1VWFM
0.994,0.367,0.342,0.573,0.416,spotify:track:0GcWf1Cc4ixN35D3O9VdcP
0.767,0.127,0.027,0.592,0.328,spotify:track:48UPSzbZjgc449aqz8bxox
0.817,0.0801,0.0385,0.427,0.458,spotify:track:0aASUtDb1N96NJDwmWj5Gf
0.47,0.121,0.0353,0.243,0.393,spotify:track:1XxCiPw07rd1ytYnE7SoJI
0.954,0.0771,0.0611,0.662,0.767,spotify:track:3BW34zpQNgRUwuQ4eUyzMN
0.877,0.706,0.0708,0.614,0.498,spotify:track:6OZPl7bOm8EOshsVmWH5W8
0.663,0.615,0.0307,0.678,0.822,spotify:track:4d0DpU7Odiv0ztvX2GxJlk
0.913,0.346,0.0437,0.556,0.73,spotify:track:10Nmj3JCNoMeBQ87uw5j8k
0.935,0.256,0.116,0.488,0.448,spotify:track:4urmOSZcGQVcGz3rpMzy3y
0.77,0.298,0.0314,0.61,0.356,spotify:track:2zmk3eaesHxXcC2eEbDckZ
0.506,0.212,0.0326,0.792,0.906,spotify:track:1U5zdT78JN2K5PPJEgyoLG
0.912,0.0883,0.0724,0.6,0.506,spotify:track:3SoDB59Y7dSZLSDBiNJ6o2
0.707,0.156,0.0318,0.491,0.219,spotify:track:4y84ILALZSa4LyP6H7NVjR
0.846,0.12,0.0369,0.509,0.753,spotify:track:0aJzrpwqEdGZQsSHLvbbpz
0.711,0.334,0.0788,0.567,0.507,spotify:track:3gvyksxkLbyKwi0WjCiPXE
0.632,0.0624,0.0241,0.587,0.459,spotify:track:4pG8lbKPKkfGSniMXxZTM7
0.814,0.039,0.0436,0.459,0.277,spotify:track:0clLkj1AMdB66TpLHZnazR
0.707,0.238,0.0523,0.837,0.962,spotify:track:396BXJmiEenZ47Z1oCPwrM
0.934,0.0845,0.0746,0.557,0.664,spotify:track:7FSgUdEyYap0Wbix3tKWPp
0.761,0.0928,0.0265,0.693,0.718,spotify:track:3eW8Di8rolVzktc3xW7hba
0.993,0.0814,0.0612,0.695,0.281,spotify:track:0itNMuBHye9fu392b4e9oa
0.755,0.0518,0.029,0.753,0.949,spotify:track:18Lb0yf7HlgETLgfaBG6eV
0.85,0.195,0.0358,0.578,0.651,spotify:track:1wotytPfCINZC2236odOFH
0.223,0.115,0.0577,0.75,0.684,spotify:track:3SjjCMrcZxjXdFmc7gT0S9
0.588,0.335,0.0314,0.772,0.668,spotify:track:4owo0j5bw45IqiHxsTzcd6
0.0526,0.11,0.0354,0.495,0.24,spotify:track:6nskgGHHXm90h36pJqKhtz
0.303,0.109,0.0341,0.744,0.306,spotify:track:3eGK0WFi6ISJ9UZA6Za4HX
0.83,0.191,0.0749,0.667,0.701,spotify:track:6JV2JOEocMgcZxYSZelKcc
0.456,0.862,0.0451,0.353,0.272,spotify:track:0yshYreYZ6tIASQx6QO1Lo
0.742,0.11,0.0716,0.7,0.197,spotify:track:2oaK4JLVnmRGIO9ytBE1bt
0.778,0.0592,0.208,0.535,0.737,spotify:track:5u7eswLKnSEdNPKGGK68Yu
0.729,0.214,0.0969,0.748,0.264,spotify:track:3cR6v2bOwqi7znC8P5Vs1T
0.646,0.0958,0.0449,0.754,0.761,spotify:track:4nFHE52xp9gnkFPy9ICkGe
0.915,0.113,0.0404,0.639,0.396,spotify:track:5G3DIojPwYLhkgem62QmFU
0.602,0.191,0.197,0.4,0.0964,spotify:track:5n5uyFpfopa4mNdSN0gTaH
0.314,0.104,0.0505,0.433,0.139,spotify:track:0ON06ClWO2n1xSvSnHB0bb
0.713,0.0602,0.0776,0.494,0.257,spotify:track:4vWeIrIQQrbThS11ogLTmu
0.633,0.0984,0.0403,0.489,0.0864,spotify:track:4kpIKcwKM2kX8wmEd0pZmH
0.851,0.407,0.077,0.318,0.082,spotify:track:0H2BuFu2MuJfnF1yHKjBcp
0.497,0.108,0.0313,0.636,0.148,spotify:track:0txjdg6j38GxiWzfH2Skpg
0.858,0.123,0.0513,0.825,0.191,spotify:track:0p0KHvE29x9LoOsCbs25HD
0.877,0.413,0.165,0.6,0.55,spotify:track:68rRbbwmXydDOqhArVTFTX
0.839,0.617,0.389,0.597,0.412,spotify:track:4NGikVnR4wpcB79gZE7tgg
0.545,0.108,0.0312,0.373,0.275,spotify:track:2TZHK04vqYWVPmIrmQ6kfL
0.823,0.137,0.144,0.744,0.481,spotify:track:5oDSCbeGdv2HAM4TcJPiSa
0.771,0.0662,0.037,0.693,0.709,spotify:track:2f79MvHz0UG85hHshl8vxR
0.378,0.105,0.042,0.601,0.245,spotify:track:6Phqp9E8C1FoHUm4YdRptN
0.227,0.216,0.0338,0.552,0.148,spotify:track:6atwYLwifMyBRAadZmOd0m
0.856,0.42,0.0332,0.473,0.769,spotify:track:5cefstO9Bg6cSW0EsSJmJm
0.787,0.0685,0.0499,0.399,0.572,spotify:track:4VrWlk8IQxevMvERoX08iC
0.738,0.179,0.0309,0.864,0.938,spotify:track:5ByIHT8s38diBQf6dkEWbt
0.621,0.144,0.0605,0.717,0.72,spotify:track:6ukvsBzq4d1vBsAUmz7ZVt
0.748,0.0516,0.0509,0.774,0.914,spotify:track:7L5jgZtAyfiU7elB8DIqCx
0.694,0.0584,0.0387,0.66,0.833,spotify:track:1tS0rnvprklPJ7705j2wB9
0.857,0.11,0.0801,0.562,0.539,spotify:track:6nHqns54LRqDNjeqKDF3v8
0.732,0.498,0.0962,0.636,0.679,spotify:track:4b4c0oH7PtrPsI86drzgFs
0.939,0.227,0.131,0.547,0.557,spotify:track:6XS8t28Zl7a9LiZacsRdNK
0.788,0.683,0.113,0.732,0.528,spotify:track:7rQnTFQ7RJGcUtBEN8libV
0.756,0.077,0.0288,0.6,0.191,spotify:track:4dNmmrAixF9GUkNbY2thuU
0.524,0.111,0.0338,0.748,0.661,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
0.635,0.0599,0.0898,0.332,0.261,spotify:track:6KI1ZpZWYAJLvmVhCJz65G
0.869,0.136,0.172,0.532,0.422,spotify:track:1i1fxkWeaMmKEB4T7zqbzK
0.913,0.161,0.0427,0.819,0.536,spotify:track:1vvNmPOiUuyCbgWmtc6yfm
0.844,0.418,0.111,0.742,0.85,spotify:track:3v8PlUFGQQDBIk1J86waCo
0.314,0.158,0.512,0.799,0.842,spotify:track:2UaJdr9yD2S0bi9cDhIiEP
0.859,0.914,0.0747,0.773,0.813,spotify:track:3S2R0EVwBSAVMd5UMgKTL0
0.673,0.206,0.258,0.633,0.659,spotify:track:2M9ULmQwTaTGmAdXaXpfz5
0.346,0.108,0.0522,0.871,0.659,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX
0.73,0.212,0.0472,0.663,0.803,spotify:track:0UUEYLYmrxuJgTv3j42Ie5
0.627,0.0834,0.036,0.698,0.796,spotify:track:4kTd0TND65MUY4BlcmJ2cM
0.929,0.0567,0.109,0.573,0.582,spotify:track:24LS4lQShWyixJ0ZrJXfJ5
0.886,0.0525,0.0514,0.665,0.53,spotify:track:1oHxIPqJyvAYHy0PVrDU98
0.897,0.358,0.0329,0.755,0.729,spotify:track:7sUrtg1AYRyrDECLqq6no9
0.65,0.122,0.0315,0.545,0.121,spotify:track:7sG2bWi2eDtvX9vX8yC1Gn
0.893,0.0905,0.0532,0.56,0.174,spotify:track:3H3nKeXkD84Us8t9IDbKua
0.873,0.123,0.0565,0.421,0.63,spotify:track:1X1DWw2pcNZ8zSub3uhlNz
0.519,0.0855,0.0366,0.766,0.612,spotify:track:5cbpoIu3YjoOwbBDGUEp3P
0.637,0.0602,0.141,0.734,0.648,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
0.713,0.113,0.0393,0.645,0.566,spotify:track:2Z8WuEywRWYTKe1NybPQEW
0.79,0.0875,0.0893,0.673,0.705,spotify:track:7vfWgVGiLgnGbInU5lvSQg
0.367,0.279,0.0318,0.568,0.41,spotify:track:4VuKGQiCzE5BdSdvp6Hjoh
0.378,0.105,0.0264,0.544,0.149,spotify:track:4dDZyGxClFiOBUjcpxhXWg
0.974,0.0855,0.0408,0.728,0.923,spotify:track:6JEK0CvvjDjjMUBFoXShNZ
0.538,0.104,0.0572,0.509,0.244,spotify:track:7DFNE7NO0raLIUbgzY2rzm
0.786,0.446,0.032,0.482,0.793,spotify:track:4DMKwE2E2iYDKY01C335Uw
0.554,0.112,0.0339,0.506,0.375,spotify:track:4zzvMG8KrsykYtvFEJ99Cl
0.671,0.159,0.029,0.472,0.0681,spotify:track:7afSN5zhUhkbpRFpYKYztK
0.833,0.0327,0.304,0.466,0.661,spotify:track:59WN2psjkt1tyaxjspN8fp
0.87,0.161,0.0286,0.547,0.514,spotify:track:3bbUkaQYGQHkx1TJi7gPSL
0.796,0.106,0.0333,0.46,0.182,spotify:track:0CwYG1UnRmOx8Q1EzElCIL
0.945,0.0495,0.0335,0.52,0.807,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig
0.969,0.119,0.0498,0.488,0.651,spotify:track:0QT7lw4lCIk1XBzaZphJvh
0.347,0.457,0.044,0.718,0.583,spotify:track:7kIU2N7KyDpyFTmgunErGL
0.834,0.147,0.0358,0.704,0.923,spotify:track:5cP52DlDN9yryuZVQDg3iq
0.735,0.0391,0.0806,0.642,0.864,spotify:track:300RfAPZ57B0y6YYj9n6DN
0.592,0.0956,0.13,0.573,0.707,spotify:track:3ASrlku9X40moDdtdoPDqb
0.616,0.179,0.033,0.669,0.818,spotify:track:2H3ZUSE54pST4ubRd5FzFR
0.694,0.113,0.0387,0.588,0.271,spotify:track:4VySpxhRGy32u5zPCprzDn
0.663,0.127,0.265,0.643,0.181,spotify:track:4BWBbJ9MKpnt30SFYEomzJ
0.795,0.267,0.0976,0.646,0.796,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
0.647,0.0585,0.0296,0.417,0.339,spotify:track:41pFyxOpS119Pb8JEzhx0w
0.943,0.091,0.0602,0.442,0.781,spotify:track:6L89mwZXSOwYl76YXfX13s
0.918,0.78,0.0517,0.504,0.539,spotify:track:5e3YOg6fIkP0wD5TyxcHOH
0.831,0.272,0.182,0.636,0.668,spotify:track:2fTsFCKRFQ5M0igJgabnLA
0.687,0.19,0.052,0.504,0.923,spotify:track:2hAnoWpFuycg1whvDGrCDd
0.889,0.463,0.0442,0.389,0.524,spotify:track:5yEPxDjbbzUzyauGtnmVEC
0.566,0.0968,0.0357,0.581,0.449,spotify:track:5Cg6S5BXG6lXqjijSK9zFh
0.797,0.0393,0.0995,0.584,0.908,spotify:track:7FcAGmm70dhR33w0eYbMXm
0.595,0.237,0.071,0.58,0.876,spotify:track:3ifrqc4KLDA1U22MrFv8rB
0.862,0.0818,0.0313,0.73,0.77,spotify:track:22c2pt75xtnDddA5Zlm0yy
0.898,0.0675,0.0997,0.72,0.964,spotify:track:15HadeuRG9THazDGzLH8ZU
0.54,0.307,0.0328,0.279,0.24,spotify:track:46ERhnELy62toOMlxe14a3
0.796,0.105,0.0332,0.653,0.824,spotify:track:0Xp3iRzrf8FkWzfDB2vWKB
0.72,0.161,0.0317,0.606,0.866,spotify:track:7snTtI9vvIKkdWshtDg2od
0.592,0.942,0.0394,0.353,0.359,spotify:track:2jpvMjqJu4i1DBmOPKFZwz
0.702,0.938,0.0531,0.335,0.5,spotify:track:5AFs5nZCRxCYb45yapPRsF
0.92,0.975,0.158,0.443,0.651,spotify:track:2wpgvDVEMcEOggRFWvve3X
0.974,0.351,0.0909,0.501,0.588,spotify:track:1235OqEAiQvJp7jAmc96dN
0.96,0.416,0.105,0.295,0.835,spotify:track:3d4oqD3MLxGgmYcKwDcnES
0.947,0.25,0.0725,0.451,0.815,spotify:track:2UX8moWR8EvEr2DKitSpmu
0.962,0.113,0.0568,0.534,0.737,spotify:track:2DDDzxzFpgTQx4AEKRO3zz
0.985,0.0918,0.0995,0.508,0.572,spotify:track:39dDu1iyYkjm5Dpag16Ywe
0.879,0.124,0.0578,0.693,0.753,spotify:track:3ydfhgIZIc2j39NLIhpJpq
0.587,0.105,0.0336,0.855,0.64,spotify:track:1vxw6aYJls2oq3gW0DujAo
0.705,0.613,0.177,0.818,0.772,spotify:track:0d28khcov6AiegSCpG5TuT
0.905,0.117,0.0775,0.602,0.411,spotify:track:4VqPOruhp5EdPBeR92t6lQ
0.688,0.143,0.0554,0.364,0.342,spotify:track:7AdKHBV1LRnHoIXd0fROEc
0.989,0.182,0.135,0.364,0.173,spotify:track:0Ct2urZf4Ufmx6D8J2JBOJ
0.747,0.16,0.0401,0.272,0.255,spotify:track:6olS0TmHmsGr0hXtcBsiVM
0.896,0.194,0.0407,0.378,0.469,spotify:track:5qqabIl2vWzo9ApSC317sa
0.792,0.142,0.0374,0.426,0.557,spotify:track:3KsatAMRt1a7iryhWt5I8U
0.949,0.337,0.0421,0.682,0.96,spotify:track:3mXjQTPztvXVRuL6tt6jY3
0.868,0.0967,0.0322,0.676,0.966,spotify:track:27UvjEKY0j5l2kiuMCHaE1
0.698,0.0907,0.105,0.628,0.732,spotify:track:27SdWb2rFzO6GWiYDBTD9j
0.587,0.13,0.0417,0.567,0.572,spotify:track:2fmqPLRFdJNPhLU3b2NSFp
0.736,0.174,0.046,0.703,0.274,spotify:track:44aN5xKL3kGHvQ5bXVk6B8
0.596,0.164,0.219,0.795,0.357,spotify:track:6vt0I1cw1YmAIKDJvHVIM5
0.537,0.247,0.0878,0.683,0.153,spotify:track:1olNHIIVl4EVwIEPGYIR7G
0.728,0.361,0.255,0.701,0.0591,spotify:track:7w9bgPAmPTtrkt2v16QWvQ
0.851,0.0784,0.197,0.551,0.1,spotify:track:6yr8GiTHWvFfi4o6Q5ebdT
0.922,0.515,0.236,0.746,0.638,spotify:track:6UaRii9AH6Zss9xNMEQ2M9
0.963,0.11,0.0642,0.516,0.384,spotify:track:2yVYJ6OyM2iPLcXRErqXYD
0.894,0.269,0.0579,0.59,0.732,spotify:track:0SjhCnjTT2bXD9RtU8bFT9
0.934,0.118,0.0602,0.529,0.282,spotify:track:1PkOf4ZqKsEFikhc1OPfhP
0.922,0.107,0.21,0.567,0.635,spotify:track:4nrWU5PRlFJubLjahofpOU
0.951,0.0501,0.0547,0.611,0.571,spotify:track:2zzUpxEBD9O6OuhY4pqJuE
0.847,0.205,0.0514,0.378,0.49,spotify:track:07EeNeSCYJajyJW5U7Q3Wd
0.729,0.757,0.0572,0.37,0.522,spotify:track:2mkPu8jWWrUsNIz8Q84TtT
0.467,0.0923,0.0297,0.632,0.325,spotify:track:7z0TqzLJBqYxKFWtUNuyXo
0.889,0.0333,0.0524,0.574,0.784,spotify:track:58VTMFtsoe0E0vSX1pV03h
0.919,0.0726,0.103,0.406,0.601,spotify:track:6XDNRpkuzEc7zpKXSEWkVr
0.857,0.489,0.0913,0.209,0.404,spotify:track:1tP9umMLmXZ3qrXFGVq1y8
0.539,0.0959,0.0368,0.423,0.196,spotify:track:7uSdpAkxgB0948bW7yjjJO
0.792,0.281,0.179,0.828,0.777,spotify:track:024Q1MI4uaYHF6j2Q2ZYgF
0.563,0.179,0.134,0.728,0.352,spotify:track:06KyNuuMOX1ROXRhj787tj
0.825,0.309,0.0359,0.604,0.388,spotify:track:7tyJFB3jI3zyUNI38rhLUG
0.748,0.109,0.0405,0.556,0.325,spotify:track:2OB5VvojYUeXLc4y4GDXdp
0.704,0.228,0.0573,0.323,0.804,spotify:track:7rNzap95cCcOafjFtofpBk
0.989,0.131,0.0517,0.539,0.52,spotify:track:5llJnmivOGvgcA9e03Nazo
0.722,0.11,0.0283,0.549,0.716,spotify:track:14XWXWv5FoCbFzLksawpEe
0.881,0.0709,0.082,0.556,0.337,spotify:track:6AbVJjzv7thIvmMCuhZrmK
0.914,0.601,0.111,0.635,0.922,spotify:track:5c5a2Ptu8eyIpljhQHjIqk
0.91,0.0765,0.0548,0.422,0.159,spotify:track:0GrcPg89CPjXEkPAsAooGP
0.419,0.135,0.0395,0.615,0.216,spotify:track:67Hna13dNDkZvBpTXRIaOJ
0.897,0.386,0.0723,0.56,0.419,spotify:track:74umfJRsOt65LjGGZ2iW5m
0.922,0.119,0.0665,0.495,0.579,spotify:track:0zWpwuXCLmAM5VRV0g0mpW
0.795,0.0902,0.0612,0.202,0.633,spotify:track:2f5tbUaM4IrFDyBuf61afK
0.885,0.142,0.0598,0.459,0.435,spotify:track:1RqChnCz8AI2IXQZLuVbpB
0.861,0.102,0.0288,0.545,0.34,spotify:track:30RZnfZshpGnJ1c2TTplBA
0.99,0.71,0.177,0.295,0.148,spotify:track:784N3wAWOqGHdODVvnHluw
0.611,0.975,0.0343,0.276,0.0857,spotify:track:6R2MWNoXJ2UKYLDQZrZFy6
0.884,0.27,0.0428,0.49,0.254,spotify:track:2D1O6DE5aJDGHsb0W38EAN
0.597,0.134,0.0258,0.539,0.251,spotify:track:5SnOyuBtyzufoXBAKOdcxD
0.929,0.036,0.047,0.534,0.447,spotify:track:4ZbB7Lokl4pZdX25VMgDIK
0.96,0.104,0.0606,0.669,0.58,spotify:track:3gySf7gOiJDaKYG9lhtlaK
0.28,0.102,0.0281,0.322,0.175,spotify:track:1Cj2vqUwlJVG27gJrun92y
0.972,0.19,0.0413,0.511,0.532,spotify:track:77gY3WsOnEsq9JOWgBmdLj
0.944,0.181,0.0635,0.637,0.777,spotify:track:2iJ9v0iFSOiU2fpfumudlN
0.737,0.0807,0.108,0.654,0.223,spotify:track:1zIEwDU2IZyHjy17ssOvyr
0.967,0.342,0.0801,0.502,0.466,spotify:track:624ra5mDiibqvFYDK4yhmo
0.903,0.0497,0.195,0.704,0.592,spotify:track:76yjNTMsef12pt2OPmRW0U
0.825,0.0693,0.0479,0.539,0.465,spotify:track:349flwjNbqIaE0Mph3jLGD
0.885,0.189,0.0494,0.381,0.484,spotify:track:67vjRQhWgGBlsTZbpSnB8Y
0.764,0.105,0.0327,0.455,0.359,spotify:track:1Nuqm2gavvcmZtEFWvbDbK
0.67,0.132,0.027,0.469,0.158,spotify:track:135cNW8kQtiTId7qcsJfVC
0.775,0.108,0.0395,0.664,0.576,spotify:track:32hFReWSC3uGa67YepsWIE
0.861,0.224,0.0447,0.543,0.4,spotify:track:3EcmGvC5GCGMnNMbX7J59m
0.947,0.366,0.11,0.615,0.498,spotify:track:7kxM3UJwN6rHAW5kwdlAHK
0.903,0.291,0.249,0.506,0.724,spotify:track:3RDwxk2VuQwBOppFUwliRp
0.9,0.0404,0.0489,0.446,0.88,spotify:track:4bCOAuhvjsxbVBM5MM8oik
0.939,0.337,0.0423,0.328,0.329,spotify:track:0W9Xvd4Qx1aZPxEi94vgRY
0.885,0.0448,0.0438,0.655,0.938,spotify:track:1fLlRApgzxWweF1JTf8yM5
0.968,0.423,0.0396,0.541,0.505,spotify:track:3sHH7lklbfpcraDDvYnjo7
0.82,0.195,0.0648,0.654,0.617,spotify:track:22DnBQIIXFPJNRGuNjWlSg
0.842,0.17,0.231,0.698,0.945,spotify:track:3VWsBrDVQDygBhWGX0UwbE
0.969,0.385,0.0599,0.432,0.218,spotify:track:0uNJEzomlfry1l0h1PCooj
0.857,0.0788,0.216,0.678,0.622,spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L
0.961,0.0854,0.154,0.62,0.449,spotify:track:4QIAVbGpeb5RdAGW66kY2h
0.972,0.317,0.196,0.716,0.576,spotify:track:6VRhkROS2SZHGlp0pxndbJ
0.693,0.209,0.0441,0.673,0.642,spotify:track:6hOIcJuFY77j8HPzi82XKe
0.793,0.0826,0.0472,0.657,0.378,spotify:track:0JK67rFuXztETdTSwSO10q
0.856,0.424,0.0553,0.509,0.427,spotify:track:73bDvrmSBh2fr53tLDH9oA
0.322,0.259,0.0382,0.4,0.539,spotify:track:6GkyJBnYfUUhXLs7Lmdzcr
0.601,0.0676,0.054,0.863,0.178,spotify:track:1iXBApi39l5r6lJj9WEXXS
0.826,0.0207,0.0467,0.661,0.337,spotify:track:6D345OgeGKDPjDAWMb4avu
0.794,0.0978,0.0752,0.831,0.735,spotify:track:4qPTaehSZWKeaIgiIyprLs
0.82,0.2,0.0889,0.739,0.775,spotify:track:3R5FA1Ay1NxgtwbElR78by
0.896,0.0924,0.0349,0.684,0.573,spotify:track:5bgYTzUDzerRFN7fp86MkQ
0.94,0.113,0.11,0.555,0.413,spotify:track:47tyALXkvD6FsqiDGxm7Kg
0.79,0.0811,0.0363,0.291,0.513,spotify:track:6vrUTGn5p8IrfTZ0J6sIVM
0.742,0.593,0.0898,0.279,0.328,spotify:track:16pwlVsypm4aDKMhXdOuXg
0.845,0.0556,0.0399,0.371,0.471,spotify:track:0eG5CqXwJpa5MBjYyg1lRm
0.807,0.162,0.032,0.62,0.529,spotify:track:0Se1ajfYEa51gkPKV5UgLV
0.829,0.234,0.0379,0.583,0.381,spotify:track:4TJcQTVnJuY7BP5ArjhpKv
0.669,0.131,0.0253,0.589,0.421,spotify:track:1jvoeTYt8usIxGWQUSzEyz
0.744,0.0952,0.0356,0.695,0.547,spotify:track:6oFhiSqojnASKMxlxL3qpB
0.87,0.364,0.0694,0.649,0.943,spotify:track:6Ph5RbAqq0UdYEw9SkC6us
0.6,0.0712,0.0685,0.951,0.822,spotify:track:0k2GOhqsrxDTAbFFSdNJjT
0.529,0.118,0.0346,0.675,0.569,spotify:track:6HwYipccSCGfJfsr2RQSGi
0.711,0.0912,0.0348,0.436,0.386,spotify:track:1bqRtNOcT1QiV1j87IoATA
0.803,0.0748,0.151,0.95,0.86,spotify:track:4kOTDj4SiZPkW1p96WMDNv
0.793,0.124,0.297,0.605,0.647,spotify:track:62pSYErgGri97X9aIyBzHm
0.83,0.121,0.0366,0.654,0.548,spotify:track:015IsLQFXbEm0f541N2qoX
0.883,0.107,0.035,0.524,0.289,spotify:track:26YgbkXAjVMrR4Wqokh5HN
0.555,0.0909,0.0423,0.481,0.171,spotify:track:2L9BFm6dVYJ4Rl2p8A25Zv
0.919,0.46,0.0699,0.255,0.364,spotify:track:1dfBQLwK4cKfGjY7na7kE6
